type,saw_policy,population_size,random_k,alpha,beta,rho,p,local_information,min_max_ant_system,termination_criterion,iteration,instance,starting-time
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.5,objective_value,True,200,0,rand_test_13,20221231:12:17:31
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.5,distance,True,200,0,rand_test_13,20221231:12:24:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.75,objective_value,True,200,0,rand_test_13,20221231:12:30:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.75,distance,True,200,0,rand_test_13,20221231:12:37:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.25,objective_value,True,200,0,rand_test_13,20221231:12:43:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.02,0.25,distance,True,200,0,rand_test_13,20221231:12:51:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.5,objective_value,True,200,0,rand_test_13,20221231:12:56:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.5,distance,True,200,0,rand_test_13,20221231:13:04:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.75,objective_value,True,200,0,rand_test_13,20221231:13:09:24
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.75,distance,True,200,0,rand_test_13,20221231:13:16:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.25,objective_value,True,200,0,rand_test_13,20221231:13:22:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.06,0.25,distance,True,200,0,rand_test_13,20221231:13:29:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.5,objective_value,True,200,0,rand_test_13,20221231:13:34:41
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.5,distance,True,200,0,rand_test_13,20221231:13:42:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.75,objective_value,True,200,0,rand_test_13,20221231:13:47:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.75,distance,True,200,0,rand_test_13,20221231:13:55:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.25,objective_value,True,200,0,rand_test_13,20221231:14:00:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.12,0.25,distance,True,200,0,rand_test_13,20221231:14:08:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,objective_value,True,200,0,rand_test_13,20221231:14:14:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.5,distance,True,200,0,rand_test_13,20221231:14:21:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.75,objective_value,True,200,0,rand_test_13,20221231:14:27:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.75,distance,True,200,0,rand_test_13,20221231:14:35:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,objective_value,True,200,0,rand_test_13,20221231:14:40:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,1,0.24,0.25,distance,True,200,0,rand_test_13,20221231:14:48:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.5,objective_value,True,200,0,rand_test_13,20221231:14:54:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.5,distance,True,200,0,rand_test_13,20221231:15:00:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.75,objective_value,True,200,0,rand_test_13,20221231:15:06:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.75,distance,True,200,0,rand_test_13,20221231:15:12:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.25,objective_value,True,200,0,rand_test_13,20221231:15:17:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.02,0.25,distance,True,200,0,rand_test_13,20221231:15:24:41
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.5,objective_value,True,200,0,rand_test_13,20221231:15:30:47
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.5,distance,True,200,0,rand_test_13,20221231:15:37:39
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.75,objective_value,True,200,0,rand_test_13,20221231:15:42:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.75,distance,True,200,0,rand_test_13,20221231:15:49:48
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.25,objective_value,True,200,0,rand_test_13,20221231:15:55:29
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.06,0.25,distance,True,200,0,rand_test_13,20221231:16:02:32
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.5,objective_value,True,200,0,rand_test_13,20221231:16:08:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.5,distance,True,200,0,rand_test_13,20221231:16:14:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.75,objective_value,True,200,0,rand_test_13,20221231:16:20:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.75,distance,True,200,0,rand_test_13,20221231:16:26:17
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.25,objective_value,True,200,0,rand_test_13,20221231:16:31:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.12,0.25,distance,True,200,0,rand_test_13,20221231:16:38:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.5,objective_value,True,200,0,rand_test_13,20221231:16:44:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.5,distance,True,200,0,rand_test_13,20221231:16:51:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.75,objective_value,True,200,0,rand_test_13,20221231:16:57:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.75,distance,True,200,0,rand_test_13,20221231:17:03:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.25,objective_value,True,200,0,rand_test_13,20221231:17:10:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,1,0.5,0.24,0.25,distance,True,200,0,rand_test_13,20221231:17:17:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.5,objective_value,True,200,0,rand_test_13,20221231:17:22:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.5,distance,True,200,0,rand_test_13,20221231:17:30:41
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.75,objective_value,True,200,0,rand_test_13,20221231:17:36:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.75,distance,True,200,0,rand_test_13,20221231:17:43:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.25,objective_value,True,200,0,rand_test_13,20221231:17:48:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.02,0.25,distance,True,200,0,rand_test_13,20221231:17:55:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.5,objective_value,True,200,0,rand_test_13,20221231:18:00:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.5,distance,True,200,0,rand_test_13,20221231:18:07:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.75,objective_value,True,200,0,rand_test_13,20221231:18:13:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.75,distance,True,200,0,rand_test_13,20221231:18:20:48
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.25,objective_value,True,200,0,rand_test_13,20221231:18:26:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.06,0.25,distance,True,200,0,rand_test_13,20221231:18:33:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.5,objective_value,True,200,0,rand_test_13,20221231:18:39:25
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.5,distance,True,200,0,rand_test_13,20221231:18:46:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.75,objective_value,True,200,0,rand_test_13,20221231:18:52:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.75,distance,True,200,0,rand_test_13,20221231:18:59:34
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.25,objective_value,True,200,0,rand_test_13,20221231:19:04:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.12,0.25,distance,True,200,0,rand_test_13,20221231:19:12:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.5,objective_value,True,200,0,rand_test_13,20221231:19:17:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.5,distance,True,200,0,rand_test_13,20221231:19:24:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.75,objective_value,True,200,0,rand_test_13,20221231:19:29:13
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.75,distance,True,200,0,rand_test_13,20221231:19:36:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.25,objective_value,True,200,0,rand_test_13,20221231:19:41:24
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,1,0.24,0.25,distance,True,200,0,rand_test_13,20221231:19:49:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.5,objective_value,True,200,0,rand_test_13,20221231:19:53:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.5,distance,True,200,0,rand_test_13,20221231:20:00:37
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.75,objective_value,True,200,0,rand_test_13,20221231:20:06:23
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.75,distance,True,200,0,rand_test_13,20221231:20:12:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.25,objective_value,True,200,0,rand_test_13,20221231:20:18:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.02,0.25,distance,True,200,0,rand_test_13,20221231:20:25:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.5,objective_value,True,200,0,rand_test_13,20221231:20:30:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.5,distance,True,200,0,rand_test_13,20221231:20:36:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.75,objective_value,True,200,0,rand_test_13,20221231:20:41:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.75,distance,True,200,0,rand_test_13,20221231:20:46:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.25,objective_value,True,200,0,rand_test_13,20221231:20:52:27
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.06,0.25,distance,True,200,0,rand_test_13,20221231:20:58:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.5,objective_value,True,200,0,rand_test_13,20221231:21:03:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.5,distance,True,200,0,rand_test_13,20221231:21:10:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.75,objective_value,True,200,0,rand_test_13,20221231:21:15:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.75,distance,True,200,0,rand_test_13,20221231:21:21:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.25,objective_value,True,200,0,rand_test_13,20221231:21:26:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.12,0.25,distance,True,200,0,rand_test_13,20221231:21:33:08
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.5,objective_value,True,200,0,rand_test_13,20221231:21:38:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.5,distance,True,200,0,rand_test_13,20221231:21:44:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.75,objective_value,True,200,0,rand_test_13,20221231:21:49:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.75,distance,True,200,0,rand_test_13,20221231:21:55:54
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.25,objective_value,True,200,0,rand_test_13,20221231:22:00:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),50,5,0.5,0.5,0.24,0.25,distance,True,200,0,rand_test_13,20221231:22:07:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.5,objective_value,True,200,0,rand_test_13,20221231:22:12:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.5,distance,True,200,0,rand_test_13,20221231:22:26:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.75,objective_value,True,200,0,rand_test_13,20221231:22:35:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.75,distance,True,200,0,rand_test_13,20221231:22:49:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.25,objective_value,True,200,0,rand_test_13,20221231:22:58:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.02,0.25,distance,True,200,0,rand_test_13,20221231:23:12:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.5,objective_value,True,200,0,rand_test_13,20221231:23:21:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.5,distance,True,200,0,rand_test_13,20221231:23:35:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.75,objective_value,True,200,0,rand_test_13,20221231:23:44:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.75,distance,True,200,0,rand_test_13,20221231:23:59:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.25,objective_value,True,200,0,rand_test_13,20230101:00:08:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.06,0.25,distance,True,200,0,rand_test_13,20230101:00:22:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.5,objective_value,True,200,0,rand_test_13,20230101:00:32:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.5,distance,True,200,0,rand_test_13,20230101:00:46:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.75,objective_value,True,200,0,rand_test_13,20230101:00:55:23
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.75,distance,True,200,0,rand_test_13,20230101:01:09:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.25,objective_value,True,200,0,rand_test_13,20230101:01:18:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.12,0.25,distance,True,200,0,rand_test_13,20230101:01:33:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,objective_value,True,200,0,rand_test_13,20230101:01:42:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.5,distance,True,200,0,rand_test_13,20230101:01:56:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.75,objective_value,True,200,0,rand_test_13,20230101:02:05:54
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.75,distance,True,200,0,rand_test_13,20230101:02:19:22
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,objective_value,True,200,0,rand_test_13,20230101:02:30:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,1,0.24,0.25,distance,True,200,0,rand_test_13,20230101:02:44:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.5,objective_value,True,200,0,rand_test_13,20230101:02:54:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.5,distance,True,200,0,rand_test_13,20230101:03:05:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.75,objective_value,True,200,0,rand_test_13,20230101:03:15:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.75,distance,True,200,0,rand_test_13,20230101:03:27:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.25,objective_value,True,200,0,rand_test_13,20230101:03:37:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.02,0.25,distance,True,200,0,rand_test_13,20230101:03:48:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.5,objective_value,True,200,0,rand_test_13,20230101:03:57:44
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.5,distance,True,200,0,rand_test_13,20230101:04:09:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.75,objective_value,True,200,0,rand_test_13,20230101:04:18:43
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.75,distance,True,200,0,rand_test_13,20230101:04:30:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.25,objective_value,True,200,0,rand_test_13,20230101:04:40:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.06,0.25,distance,True,200,0,rand_test_13,20230101:04:52:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.5,objective_value,True,200,0,rand_test_13,20230101:05:03:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.5,distance,True,200,0,rand_test_13,20230101:05:15:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.75,objective_value,True,200,0,rand_test_13,20230101:05:25:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.75,distance,True,200,0,rand_test_13,20230101:05:37:44
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.25,objective_value,True,200,0,rand_test_13,20230101:05:48:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.12,0.25,distance,True,200,0,rand_test_13,20230101:06:01:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.5,objective_value,True,200,0,rand_test_13,20230101:06:11:04
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.5,distance,True,200,0,rand_test_13,20230101:06:23:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.75,objective_value,True,200,0,rand_test_13,20230101:06:35:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.75,distance,True,200,0,rand_test_13,20230101:06:47:13
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.25,objective_value,True,200,0,rand_test_13,20230101:06:57:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,1,0.5,0.24,0.25,distance,True,200,0,rand_test_13,20230101:07:08:49
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.5,objective_value,True,200,0,rand_test_13,20230101:07:19:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.5,distance,True,200,0,rand_test_13,20230101:07:32:54
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.75,objective_value,True,200,0,rand_test_13,20230101:07:41:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.75,distance,True,200,0,rand_test_13,20230101:07:54:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.25,objective_value,True,200,0,rand_test_13,20230101:08:03:06
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.02,0.25,distance,True,200,0,rand_test_13,20230101:08:16:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.5,objective_value,True,200,0,rand_test_13,20230101:08:25:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.5,distance,True,200,0,rand_test_13,20230101:08:39:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.75,objective_value,True,200,0,rand_test_13,20230101:08:48:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.75,distance,True,200,0,rand_test_13,20230101:09:01:32
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.25,objective_value,True,200,0,rand_test_13,20230101:09:10:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.06,0.25,distance,True,200,0,rand_test_13,20230101:09:24:27
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.5,objective_value,True,200,0,rand_test_13,20230101:09:34:00
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.5,distance,True,200,0,rand_test_13,20230101:09:47:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.75,objective_value,True,200,0,rand_test_13,20230101:09:56:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.75,distance,True,200,0,rand_test_13,20230101:10:10:13
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.25,objective_value,True,200,0,rand_test_13,20230101:10:19:02
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.12,0.25,distance,True,200,0,rand_test_13,20230101:10:33:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.24,0.5,objective_value,True,200,0,rand_test_13,20230101:10:42:01
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),100,5,0.5,1,0.24,0.5,distance,True,200,0,rand_test_13,20230101:10:57:53
